,,,count,mean,mean,mean,sum,sum,sum,Transport
,,,Severity,Distance(mi),Duration_Time,Severity,Distance(mi),Duration_Time,Severity,Transport
State,year,month,,,,,,,,
MS,16,8,88,0.39855681818181843,361.38655303030305,2.272727272727273,35.07300000000002,31802.016666666666,200,3601.0
MS,16,9,60,0.7074,360.0,2.5,42.444,21600.0,150,3434.0
MS,16,10,55,0.4817454545454545,384.0,2.4363636363636365,26.495999999999995,21120.0,134,3525.0
MS,16,11,59,0.31581355932203387,360.5731638418079,2.4745762711864407,18.633,21273.816666666666,146,3419.0
MS,16,12,59,0.554,361.0169491525424,2.406779661016949,32.686,21300.0,142,3061.0
MS,17,1,78,0.944679487179487,360.0,2.6153846153846154,73.68499999999999,28080.0,204,3348.0
MS,17,2,65,0.6622153846153848,360.8023076923077,2.4615384615384617,43.04400000000001,23452.15,160,3011.0
MS,17,3,91,0.7413736263736266,361.1501831501832,2.4615384615384617,67.46500000000002,32864.66666666667,224,3571.0
MS,17,4,78,0.6881923076923074,360.0769230769231,2.5256410256410255,53.67899999999998,28086.0,197,3605.0
MS,17,5,17,0.446,374.11764705882354,2.6470588235294117,7.582,6360.0,45,3614.0
MS,17,7,8,0.019999999553,35.3125,2.5,0.159999996424,282.5,20,3832.0
MS,17,8,152,0.1783552648205921,37.402850877192975,2.638157894736842,27.11000025273,5685.233333333332,401,3538.0
MS,17,9,147,0.05680272054105442,34.63616780045351,2.707482993197279,8.349999919535,5091.5166666666655,398,3374.0
MS,17,10,101,0.07920792138206931,34.09389438943895,2.623762376237624,8.000000059589,3443.483333333334,265,3446.0
MS,17,11,134,0.12380596917505221,32.69029850746268,2.5671641791044775,16.589999869456996,4380.499999999999,344,3363.0
MS,17,12,165,0.12103029950073939,32.87464646464644,2.6303030303030304,19.969999417622,5424.316666666662,434,2972.0
MS,18,1,198,0.29508081300549,72.88392255892256,2.580808080808081,58.426000975087014,14431.016666666666,511,2986.0
MS,18,2,236,0.1931610162318813,106.66391242937854,2.555084745762712,45.58599983072399,25172.683333333334,603,2867.0
MS,18,3,197,0.30984771356390506,91.4577834179357,2.548223350253807,61.0399995720893,18017.183333333334,502,3524.0
MS,18,4,192,0.4859739569551354,104.72743055555554,2.5833333333333335,93.306999735386,20107.666666666664,496,3545.0
MS,18,5,204,0.13195098019345095,118.82083333333333,2.450980392156863,26.917999959463994,24239.449999999997,500,3653.0
MS,18,6,165,0.1378727285441818,55.62808080808081,2.5575757575757576,22.74900020979,9178.633333333333,422,3719.0
MS,18,7,172,0.23221511570404652,42.31937984496123,2.61046511627907,39.940999901096,7278.933333333332,449,3787.0
MS,18,8,211,0.24161611287421803,33.42037914691943,2.5924170616113744,50.980999816460006,7051.7,547,3599.0
MS,18,9,244,0.3103975404511325,32.28435792349727,2.5491803278688523,75.73699987007633,7877.383333333333,622,3230.0
MS,18,10,234,0.24430341911428208,33.09686609686607,2.3675213675213675,57.167000072742006,7744.6666666666615,554,3451.0
MS,18,11,237,0.33032067667466675,31.17623066104078,2.392405063291139,78.28600037189602,7388.766666666665,567,3211.0
MS,18,12,247,0.14763157944686636,37.1122132253711,2.3927125506072873,36.465000123375994,9166.716666666662,591,3050.0
MS,19,1,215,0.16734883681284654,37.8168992248062,2.474418604651163,35.979999914762004,8130.633333333332,532,3150.0
MS,19,2,221,0.18095022556467422,36.03680241327298,2.4434389140271495,39.989999849793,7964.133333333329,540,2851.0
MS,19,3,175,0.17018857076106284,61.98599999999998,2.4457142857142857,29.782999883185997,10847.549999999997,428,3458.0
MS,19,4,176,0.3066136328195739,67.62471590909091,2.3295454545454546,53.963999376245,11901.949999999999,410,3553.0
MS,19,5,149,0.47905368849906704,76.19429530201342,2.442953020134228,71.37899958636099,11352.949999999999,364,3682.0
MS,19,6,128,0.24049999903140623,62.75859374999997,2.328125,30.783999876019998,8033.099999999996,298,3670.0
MS,19,7,132,0.3636893960797274,65.1818181818182,2.4166666666666665,48.00700028252402,8604.000000000002,319,3792.0
MS,19,8,146,0.1713493176404452,72.59646118721457,2.3972602739726026,25.017000375505,10599.083333333327,350,3559.0
MS,19,9,121,0.2367520662930909,67.77355371900825,2.446280991735537,28.647000021464,8200.599999999999,296,3280.0
MS,19,10,198,0.5474747426821263,70.18308080808077,2.45959595959596,108.399999051061,13896.249999999995,487,3381.0
MS,19,11,158,0.30830379626106974,64.14229957805907,2.4683544303797467,48.711999809249015,10134.483333333334,390,3284.0
MS,19,12,166,0.224150602452735,58.06425702811244,2.4698795180722892,37.20900000715401,9638.666666666666,410,3084.0
MS,20,1,169,0.29120118577381665,59.077317554240615,2.4142011834319526,49.21300039577501,9984.066666666664,408,2664.0
MS,20,2,143,0.6563916110174691,64.03752913752913,2.6153846153846154,93.86400037549808,9157.366666666667,374,2903.0
MS,20,3,76,0.7477631542560528,65.95964912280702,2.526315789473684,56.82999972346001,5012.933333333333,192,2820.0
MS,20,4,61,0.3058688485895246,78.14262295081966,2.442622950819672,18.657999763961,4766.699999999999,149,2315.0
MS,20,5,89,0.7111011214523595,74.35468164794007,2.50561797752809,63.28799980925999,6617.566666666666,223,2942.0
MS,20,6,87,0.8672413873400805,71.49578544061298,2.689655172413793,75.450000698587,6220.13333333333,234,
MT,16,6,2,0.35600000000000004,360.0,2.0,0.7120000000000001,720.0,4,1373.0
MT,16,7,17,2.843588235294117,360.0,2.7058823529411766,48.340999999999994,6120.0,46,1568.0
MT,16,8,7,0.7472857142857144,360.0,2.857142857142857,5.231000000000001,2520.0,20,1534.0
MT,16,9,4,3.3572500000000005,420.0,3.5,13.429000000000002,1680.0,14,1190.0
MT,16,10,6,0.44050000000000006,360.0,2.1666666666666665,2.6430000000000002,2160.0,13,1064.0
MT,16,11,10,4.1612,360.0,2.6,41.612,3600.0,26,1055.0
MT,16,12,16,2.829625,360.0,2.375,45.274,5760.0,38,910.0
MT,17,1,28,2.734285714285715,360.0,2.4642857142857144,76.56000000000002,10080.0,69,733.0
MT,17,2,18,4.763944444444443,360.0,2.611111111111111,85.75099999999998,6480.0,47,727.0
MT,17,3,8,16.869625,360.0,2.875,134.957,2880.0,23,878.0
MT,17,4,3,3.9283333333333332,360.0,3.3333333333333335,11.785,1080.0,10,900.0
MT,17,5,7,1.4360000000000002,360.0,3.857142857142857,10.052000000000001,2520.0,27,1096.0
MT,17,6,3,0.15733333333333335,360.0,2.6666666666666665,0.47200000000000003,1080.0,8,1339.0
MT,17,7,15,1.0210000000000001,360.0,2.8,15.315000000000001,5400.0,42,1535.0
MT,17,8,4,2.3815,360.0,2.5,9.526,1440.0,10,1503.0
MT,17,9,6,9.3515,360.00555555555553,2.8333333333333335,56.109,2160.0333333333333,17,1124.0
MT,17,10,9,0.2982222222222222,360.0,3.111111111111111,2.684,3240.0,28,1045.0
MT,17,11,15,1.6652,360.0,2.8,24.978,5400.0,42,958.0
MT,17,12,17,2.3886470588235293,360.0,2.4705882352941178,40.607,6120.0,42,900.0
MT,18,1,26,2.816153846153846,321.875641025641,2.4615384615384617,73.22,8368.766666666666,64,755.0
MT,18,2,57,1.6446491067445617,164.51257309941522,2.807017543859649,93.74499908444001,9377.216666666667,160,690.0
MT,18,3,4,0.0895,277.425,2.0,0.358,1109.7,8,856.0
MT,18,4,13,7.799230851392308,290.5730769230769,2.769230769230769,101.3900010681,3777.45,36,892.0
MT,18,5,5,0.7331999999999999,360.0,2.0,3.6659999999999995,1800.0,10,1098.0
MT,18,6,4,5.2095,360.0,3.5,20.838,1440.0,14,1310.0
MT,18,7,1,0.0,29.383333333333333,2.0,0.0,29.383333333333333,2,1552.0
MT,18,8,3,2.3566666666666665,139.80555555555554,2.6666666666666665,7.069999999999999,419.41666666666663,8,1502.0
MT,18,9,5,0.6668000000000001,29.49,2.4,3.334,147.45,12,1140.0
MT,18,10,12,1.688916688916667,29.545833333333334,2.6666666666666665,20.267000267000004,354.55,32,1088.0
MT,18,11,8,2.7277500393425,37.77916666666666,2.625,21.82200031474,302.2333333333333,21,946.0
MT,18,12,14,2.8237857142857137,30.634523809523813,3.2142857142857144,39.532999999999994,428.8833333333334,45,988.0
MT,19,1,27,1.730666666666666,62.95123456790125,3.3703703703703702,46.72799999999998,1699.6833333333338,91,783.0
MT,19,2,43,2.95939534883721,47.057364341085254,2.255813953488372,127.25400000000003,2023.466666666666,97,678.0
MT,19,3,17,0.871764705882353,29.14117647058824,2.588235294117647,14.82,495.40000000000003,44,844.0
MT,19,4,11,1.1674545454545455,49.8530303030303,2.8181818181818183,12.842,548.3833333333333,31,928.0
MT,19,5,5,1.6356000000000002,28.580000000000002,3.4,8.178,142.9,17,1067.0
MT,19,6,6,0.6645,28.991666666666664,2.8333333333333335,3.987,173.95,17,1315.0
MT,19,7,9,0.2921111111111111,28.753703703703707,2.0,2.629,258.78333333333336,18,1540.0
MT,19,8,5,0.0,28.759999999999998,2.0,0.0,143.79999999999998,10,1496.0
MT,19,9,7,0.7575714285714286,29.016666666666662,2.5714285714285716,5.303,203.11666666666665,18,1173.0
MT,19,10,15,1.885866666666667,64.26888888888888,2.8666666666666667,28.288000000000004,964.0333333333332,43,1045.0
MT,19,11,10,6.365300030520001,30.366666666666667,2.4,63.65300030520001,303.6666666666667,24,945.0
MT,19,12,2,0.1175,27.508333333333333,3.5,0.235,55.016666666666666,7,953.0
MT,20,1,5,0.866,28.843333333333334,3.0,4.33,144.21666666666667,15,789.0
MT,20,2,2,1.2845,28.316666666666666,3.0,2.569,56.63333333333333,6,827.0
MT,20,6,1,0.74,30.0,3.0,0.74,30.0,3,
NC,16,6,358,0.2213016759776538,360.6703910614525,2.100558659217877,79.22600000000006,129120.0,752,9931.0
NC,16,7,1041,0.20992699327569625,361.5156900416266,2.0758885686839577,218.5339999999998,376337.8333333333,2161,10178.0
NC,16,8,1059,0.2772162417374877,360.34159584513696,2.1435316336166195,293.5719999999995,381601.75000000006,2270,9820.0
NC,16,9,693,0.2700865800865806,360.19802789802793,2.1414141414141414,187.17000000000036,249617.23333333334,1484,9644.0
NC,16,10,1098,0.26037887067395316,361.0018670309654,2.1074681238615667,285.8960000000006,396380.05,2314,10144.0
NC,16,11,928,0.30435883620689624,360.3602011494253,2.1691810344827585,282.4449999999997,334414.26666666666,2013,9451.0
NC,16,12,970,0.2712432989690723,361.1016323024057,2.147422680412371,263.1060000000001,350268.5833333335,2083,9341.0
NC,17,1,949,0.17809167544784,360.171373375483,2.126448893572181,169.00900000000016,341802.63333333336,2018,9081.0
NC,17,2,1008,0.2451914682539684,360.2135416666667,2.1587301587301586,247.15300000000013,363095.25,2176,8843.0
NC,17,3,1406,0.19527951635846377,359.5684803224277,2.0753911806543384,274.56300000000005,505553.2833333334,2918,10282.0
NC,17,4,904,0.22537168141592928,359.8981010324484,2.148230088495575,203.73600000000008,325347.88333333336,1942,9888.0
NC,17,5,808,0.2141881188118815,360.3474216171617,2.103960396039604,173.06400000000025,291160.7166666666,1700,10325.0
NC,17,6,858,0.22275757575757577,359.6863442113442,2.1456876456876457,191.126,308610.8833333333,1841,10090.0
NC,17,7,1268,0.18383517385600562,228.71424815983178,2.1380126182965298,233.10300044941513,290009.6666666667,2711,10243.0
NC,17,8,5766,0.06726604241512252,91.90937391605964,2.15227193895248,387.85600056559645,529949.4499999998,12410,9922.0
NC,17,9,5585,0.05110778874411461,78.94974634437472,2.1652641002685766,285.4370001358801,440934.3333333328,12093,9692.0
NC,17,10,4971,0.035617582040206444,54.617692617179614,2.1567089116877893,177.05500032186623,271504.5499999999,10721,10402.0
NC,17,11,5726,0.03284561659841549,51.13557166142743,2.1386657352427525,188.07400064252712,292802.28333333344,12246,9702.0
NC,17,12,4846,0.049971110041825625,71.44501306919797,2.1401155592241023,242.15999926268697,346222.5333333334,10371,9284.0
NC,18,1,5127,0.05409011102034547,72.95759378453944,2.141603276770041,277.31999920131125,374053.5833333337,10980,9144.0
NC,18,2,5067,0.05603355034878825,75.31341030195374,2.158081705150977,283.92199961731006,381613.0499999996,10935,8410.0
NC,18,3,4321,0.050005554207833855,57.863596389724584,2.161073825503356,216.07399973205008,250028.59999999992,9338,10166.0
NC,18,4,5367,0.07324836987138218,51.52601701757625,2.1522265697782745,393.12400109970815,276540.13333333173,11551,9897.0
NC,18,5,5825,0.0670358798313169,54.96578254649481,2.1744206008583693,390.4840000174209,320175.68333333224,12666,10755.0
NC,18,6,4219,0.05521972057028086,55.38078138579436,2.2007584735719363,232.97200108601493,233651.5166666664,9285,10423.0
NC,18,7,3691,0.07992115945115556,53.609554772870894,2.220807369276619,294.98899953421517,197872.86666666646,8197,10427.0
NC,18,8,4319,0.08972470476149527,45.11264181523505,2.225978235702709,387.5209998648981,194841.50000000017,9614,10162.0
NC,18,9,4050,0.05476567885714765,32.55238271604943,2.1938271604938273,221.80099937144797,131837.1500000002,8885,9479.0
NC,18,10,5394,0.04753262886587767,32.33667964404902,2.1596218020022246,256.3910001025441,174424.05000000042,11649,10498.0
NC,18,11,4661,0.053889079655482564,32.01729600228869,2.16176786097404,251.17700027420423,149232.61666666757,10076,9508.0
NC,18,12,4189,0.05946335646930129,33.12340654094073,2.152303652423013,249.0920002499031,138753.9500000007,9016,9377.0
NC,19,1,4318,0.03695044005966513,32.00520302609256,2.15748031496063,159.55200017763403,138198.46666666766,9316,10113.0
NC,19,2,3939,0.04365752725895456,32.32880595751897,2.167301345519167,171.96699987302202,127343.16666666724,8537,8387.0
NC,19,3,4187,0.053315978259625044,71.4146126900722,2.146644375447815,223.23400097305006,299012.9833333323,8988,10623.0
NC,19,4,4801,0.06967256803373192,84.61680899812487,2.1732972297438033,334.49799912994695,406245.2999999975,10434,10110.0
NC,19,5,3778,0.09904314432440939,88.18121139932911,2.170460561143462,374.18499925761864,333148.6166666654,8200,11056.0
NC,19,6,2827,0.13712522088781076,93.80962740242896,2.236292889989388,387.65299944984105,265199.81666666665,6322,10429.0
NC,19,7,3505,0.12315520704548444,84.31885401806913,2.203994293865906,431.65900069442296,295537.5833333323,7725,10888.0
NC,19,8,4017,0.12027059985903737,76.6938718778526,2.1954194672641276,483.12699963375314,308079.2833333339,8819,10281.0
NC,19,9,2894,0.07706081486725258,79.60058166321132,2.177954388389772,223.01399822582897,230364.08333333355,6303,9812.0
NC,19,10,4799,0.06689039377666639,85.20874835035065,2.158574703063138,321.006999734222,408916.78333333274,10359,10603.0
NC,19,11,3863,0.06654361900323218,84.53482181378916,2.157908361377168,257.0580002094859,326558.01666666754,8336,9778.0
NC,19,12,3064,0.0657389031595819,82.07803524804177,2.1690600522193213,201.42399928095895,251487.1,6646,10534.0
NC,20,1,2823,0.08265462216576373,81.47910024796336,2.1700318809776835,233.33399837395103,230015.50000000058,6126,10330.0
NC,20,2,2910,0.07981993112513502,89.03335051546394,2.1041237113402063,232.2759995741429,259087.05000000005,6123,8034.0
NC,20,3,4219,0.13254136028548835,72.29641700244949,2.0801137710357906,559.1919990444753,305018.58333333436,8776,8791.0
NC,20,4,4769,0.22578528011312135,58.41643601034504,2.0889075277836024,1076.7700008594757,278587.9833333355,9962,6404.0
NC,20,5,3880,0.3814597940119741,58.503672680412635,2.165721649484536,1480.0640007664595,226994.25000000102,8403,8270.0
NC,20,6,4893,0.387513999421571,53.15515362081915,2.141017780502759,1896.1059991697468,260088.1666666681,10476,
ND,16,9,2,0.462,360.0,4.0,0.924,720.0,8,795.0
ND,16,12,1,2.295,360.0,4.0,2.295,360.0,4,752.0
ND,17,8,2,0.0,35.50833333333333,3.0,0.0,71.01666666666667,6,842.0
ND,17,9,1,0.0,44.85,3.0,0.0,44.85,3,767.0
ND,17,12,1,0.0,59.6,2.0,0.0,59.6,2,715.0
ND,18,2,1,0.439,360.0,2.0,0.439,360.0,2,646.0
ND,18,5,13,1.9963846153846156,334.57948717948716,2.0,25.953000000000003,4349.533333333333,26,810.0
ND,18,7,2,0.0365,52.28333333333334,2.5,0.073,104.56666666666668,5,974.0
ND,18,8,1,0.0,29.116666666666667,3.0,0.0,29.116666666666667,3,865.0
ND,18,9,1,0.0,29.716666666666665,3.0,0.0,29.716666666666665,3,773.0
ND,18,11,1,0.6970000000000001,29.566666666666666,2.0,0.6970000000000001,29.566666666666666,2,676.0
ND,19,2,8,4.41625,31.420833333333334,3.25,35.33,251.36666666666667,26,619.0
ND,19,3,3,0.3283333333333333,29.055555555555554,3.3333333333333335,0.985,87.16666666666666,10,827.0
ND,19,5,2,9.4725,27.9,4.0,18.945,55.8,8,816.0
ND,19,7,2,0.2165,45.41666666666667,3.0,0.433,90.83333333333334,6,991.0
ND,19,10,2,0.0,29.233333333333334,2.5,0.0,58.46666666666667,5,859.0
ND,20,5,1,0.0,29.616666666666667,3.0,0.0,29.616666666666667,3,635.0
NE,16,3,152,0.13048684210526318,83.39133771929825,2.1776315789473686,19.834000000000003,12675.483333333334,331,1732.0
NE,16,4,548,0.11905656934306576,72.43357664233578,2.125912408759124,65.24300000000004,39693.600000000006,1165,1734.0
NE,16,5,578,0.07389965397923873,50.95452710495964,2.1089965397923875,42.713999999999984,29451.71666666667,1219,1856.0
NE,16,6,699,0.06250357653791126,53.190128755364796,2.133047210300429,43.68999999999997,37179.899999999994,1491,1876.0
NE,16,7,505,0.08049900990099008,57.09330033003302,2.1445544554455447,40.651999999999994,28832.116666666672,1083,1911.0
NE,16,8,741,0.10775438596491224,51.69109311740891,2.1309041835357623,79.84599999999998,38303.100000000006,1579,1895.0
NE,16,9,700,0.07386142857142858,49.86211904761903,2.1585714285714284,51.703,34903.48333333332,1511,1771.0
NE,16,10,702,0.07194159544159541,51.844112060778706,2.1125356125356127,50.50299999999998,36394.56666666665,1483,1878.0
NE,16,11,626,0.21474600638977662,57.419781682641094,2.119808306709265,134.43100000000015,35944.783333333326,1327,1704.0
NE,16,12,559,0.11618067978533117,57.71559332140728,2.1610017889087656,64.94500000000012,32263.01666666667,1208,1610.0
NE,17,1,551,0.12464791288566289,50.76040532365397,2.123411978221416,68.68100000000025,27968.983333333337,1170,1394.0
NE,17,2,536,0.13973507462686574,53.461629353233825,2.158582089552239,74.89800000000004,28655.43333333333,1157,1449.0
NE,17,3,492,0.11747560975609804,52.10159214092143,2.1422764227642275,57.798000000000236,25633.983333333344,1054,1734.0
NE,17,4,510,0.07569215686274552,51.71006535947711,2.1372549019607843,38.603000000000215,26372.133333333328,1090,1744.0
NE,17,5,407,0.1966339067056903,60.95139230139233,2.1646191646191646,80.03000002921596,24807.216666666678,881,1888.0
NE,17,6,515,0.21017087517520525,61.669805825242726,2.2155339805825243,108.2380007152307,31759.950000000004,1141,1880.0
NE,17,7,410,0.2997292695574462,65.87662601626013,2.1951219512195124,122.88900051855296,27009.416666666657,900,1898.0
NE,17,8,536,0.18478731386876868,53.22279228855718,2.158582089552239,99.04600023366001,28527.41666666665,1157,1901.0
NE,17,9,507,0.23960946881825637,45.322024983563495,2.185404339250493,121.48200069085598,22978.266666666692,1108,1746.0
NE,17,10,581,0.14430980958374867,41.39475043029264,2.287435456110155,83.84399936815798,24050.350000000024,1329,1858.0
NE,17,11,587,0.10148892701725215,41.700653038046596,2.1413969335604772,59.57400015912701,24478.28333333335,1257,1709.0
NE,17,12,571,0.1840000035313292,48.38339171044951,2.1733800350262698,105.06400201638897,27626.916666666668,1241,1627.0
NE,18,1,612,0.36150817049756867,60.74422657952067,2.2450980392156863,221.243000344512,37175.46666666665,1374,1444.0
NE,18,2,553,0.28797468448097463,56.66742013261001,2.2242314647377937,159.25000051797898,31337.083333333336,1230,1370.0
NE,18,3,428,0.19686448741311918,46.106386292834905,2.19392523364486,84.25800061281501,19733.53333333334,939,1735.0
NE,18,4,445,0.3066809021685528,43.9954307116105,2.1932584269662923,136.473001465006,19577.966666666674,976,1747.0
NE,18,5,480,0.11733958427705,50.44760416666665,2.16875,56.323000452984004,24214.84999999999,1041,1940.0
NE,18,6,336,0.2248839290681072,45.67425595238096,2.2142857142857144,75.56100016688401,15346.550000000003,744,1878.0
NE,18,7,358,0.16745810154426535,40.36331471135945,2.2039106145251397,59.950000352847,14450.066666666684,789,1974.0
NE,18,8,521,0.129704415541405,41.40131158029427,2.163147792706334,67.576000497072,21570.083333333314,1127,1937.0
NE,18,9,514,0.10432490380677434,38.722243839169934,2.1614785992217898,53.62300055668201,19903.233333333344,1111,1753.0
NE,18,10,634,0.1379810725843139,39.19158780231338,2.190851735015773,87.48000001845502,24847.46666666668,1389,1895.0
NE,18,11,466,0.2501695300942338,44.770815450643795,2.1738197424892705,116.57900102391295,20863.200000000008,1013,1653.0
NE,18,12,504,0.08638690436332737,41.67080026455026,2.1567460317460316,43.53899979911699,21002.083333333332,1087,1634.0
NE,19,1,502,0.14500398280036056,43.319289508632096,2.1573705179282867,72.791999365781,21746.28333333331,1083,1486.0
NE,19,2,554,0.21281046904195,40.03002406738868,2.1805054151624548,117.8969998492403,22176.633333333328,1208,1326.0
NE,19,3,409,0.5058264061638296,67.78871230643844,2.2102689486552567,206.8830001210063,27725.58333333332,904,1653.0
NE,19,4,362,0.049276243059372934,69.89033149171263,2.1685082872928176,17.837999987493003,25300.299999999974,785,1822.0
NE,19,5,426,0.08765727712125353,73.40062597809069,2.204225352112676,37.342000053654004,31268.666666666635,939,1899.0
NE,19,6,389,0.5177095082200163,83.52887746358188,2.2339331619537277,201.38899869758632,32492.733333333348,869,1881.0
NE,19,7,406,0.33855172230720937,89.08144499178984,2.2758620689655173,137.451999256727,36167.06666666667,924,2014.0
NE,19,8,286,0.3984510431958916,88.41958041958038,2.2167832167832167,113.95699835402499,25287.99999999999,634,1922.0
NE,19,9,251,0.2721633483898009,78.3986719787517,2.250996015936255,68.31300044584002,19678.066666666677,565,1818.0
NE,19,10,380,0.19363157905715508,84.04622807017552,2.1289473684210525,73.58000004171893,31937.566666666695,809,1928.0
NE,19,11,326,0.13946625859383746,95.83261758691212,2.138036809815951,45.46600030159101,31241.433333333352,697,1638.0
NE,19,12,351,0.14369230669731056,76.39924026590698,2.168091168091168,50.435999650756,26816.133333333353,761,1691.0
NE,20,1,318,0.1373364782798333,79.63579664570238,2.157232704402516,43.673000092986996,25324.18333333336,686,1507.0
NE,20,2,262,0.09540076438034732,74.80871501272274,2.099236641221374,24.995000267650997,19599.883333333357,550,1467.0
NE,20,3,204,0.10497059012561763,70.62017973856219,2.0784313725490198,21.414000385625997,14406.516666666685,424,1455.0
NE,20,4,207,0.5745362315793432,74.86296296296304,2.2657004830917873,118.92899993692404,15496.633333333348,469,1236.0
NE,20,5,228,0.26469736791403947,70.89480994152049,2.3464912280701755,60.350999884401006,16164.016666666674,535,1449.0
NE,20,6,245,0.34696735072936735,70.90897959183678,2.3142857142857145,85.007000928695,17372.70000000001,567,
NH,16,3,1,2.036,75.0,2.0,2.036,75.0,2,1136.0
NH,16,4,21,0.9179047619047619,182.1531746031746,2.3333333333333335,19.276,3825.2166666666662,49,1126.0
NH,16,5,8,1.4133749999999998,360.0,3.25,11.306999999999999,2880.0,26,1146.0
NH,16,6,20,0.8760000000000001,331.5,2.65,17.520000000000003,6630.0,53,1241.0
NH,16,7,33,1.0253939393939393,272.72727272727275,2.4242424242424243,33.837999999999994,9000.0,80,1252.0
NH,16,8,37,0.6764054054054054,339.72972972972974,2.8378378378378377,25.026999999999997,12570.0,105,1266.0
NH,16,9,19,0.6090000000000002,280.20087719298243,2.526315789473684,11.571000000000003,5323.816666666667,48,1126.0
NH,16,10,29,0.9729655172413793,306.68218390804594,2.793103448275862,28.215999999999998,8893.783333333333,81,1117.0
NH,16,11,37,0.8204324324324325,216.55405405405406,2.324324324324324,30.356,8012.5,86,1015.0
NH,16,12,110,0.9315636363636365,312.075,2.209090909090909,102.47200000000001,34328.25,243,1090.0
NH,17,1,105,0.6711238095238097,310.3303174603175,2.1619047619047618,70.46800000000002,32584.683333333334,227,1021.0
NH,17,2,170,0.5710235294117648,318.3891176470588,2.1058823529411765,97.07400000000003,54126.15,358,988.0
NH,17,3,101,0.4264059405940592,306.5940594059406,2.0,43.06699999999998,30966.0,202,1092.0
NH,17,4,91,0.3806923076923078,307.2053113553113,2.076923076923077,34.64300000000001,27955.68333333333,189,1109.0
NH,17,5,88,0.5376022727196534,351.98371212121214,2.147727272727273,47.3089999993295,30974.566666666666,189,1138.0
NH,17,6,100,0.5360599999932948,325.9225,2.09,53.60599999932948,32592.25,209,1228.0
NH,17,7,112,0.8072142887162229,279.5815476190476,2.1339285714285716,90.40800033621697,31313.13333333333,239,1233.0
NH,17,8,288,0.6831493042555654,197.69878472222229,2.40625,196.74699962560283,56937.25000000002,693,1278.0
NH,17,9,245,0.32776734562508164,139.55251700680273,2.1918367346938776,80.302999678145,34190.36666666667,537,1121.0
NH,17,10,231,0.6415887497082294,140.80779220779223,2.1774891774891776,148.207001182601,32526.600000000006,503,1173.0
NH,17,11,235,0.5070212739224937,162.4133333333333,2.1617021276595745,119.14999937178602,38167.133333333324,508,1017.0
NH,17,12,264,0.737617421876511,198.24059343434345,2.2045454545454546,194.7309993753989,52335.51666666667,582,1069.0
NH,18,1,237,1.009974686905684,188.56209563994378,2.2278481012658227,239.3640007966471,44689.216666666674,528,966.0
NH,18,2,262,1.0732900739908318,192.04662849872773,2.2404580152671754,281.2019993855979,50316.21666666667,587,926.0
NH,18,3,185,0.5877837799015245,183.31063063063064,2.2,108.73999928178203,33912.46666666667,407,1085.0
NH,18,4,137,0.7778905129480146,194.7993917274939,2.2846715328467155,106.571000273878,26687.516666666666,313,1121.0
NH,18,5,183,0.30471037999919676,147.577868852459,2.169398907103825,55.76199953985301,27006.749999999996,397,1193.0
NH,18,6,240,0.28038333386109154,146.94145833333332,2.191666666666667,67.29200012666197,35265.95,526,1223.0
NH,18,7,167,0.4981796404865928,112.51377245508979,2.197604790419162,83.195999961261,18789.799999999996,367,1269.0
NH,18,8,193,0.48686010345996905,76.73678756476689,2.1917098445595853,93.96399996777403,14810.20000000001,423,1294.0
NH,18,9,178,0.4337471905961573,41.10599250936328,2.196629213483146,77.206999926116,7316.866666666664,391,1117.0
NH,18,10,201,0.5711094494426021,44.53631840796019,2.218905472636816,114.79299933796302,8951.799999999997,446,1220.0
NH,18,11,322,0.5883633550355224,30.8537784679089,2.2049689440993787,189.4530003214382,9934.916666666666,710,999.0
NH,18,12,196,0.5370153062501021,31.837329931972807,2.183673469387755,105.25500002502001,6240.11666666667,428,1163.0
NH,19,1,297,0.5343569008298286,36.970370370370325,2.2222222222222223,158.70399954645907,10980.199999999986,660,975.0
NH,19,2,253,0.5436916992676719,39.780237154150186,2.225296442687747,137.553999914721,10064.399999999998,563,927.0
NH,19,3,196,0.43973469228101547,60.16913265306125,2.2142857142857144,86.18799968707903,11793.150000000005,434,1166.0
NH,19,4,186,0.28701075171075807,66.59722222222221,2.2204301075268815,53.383999818201,12387.083333333332,413,1163.0
NH,19,5,126,0.24457936490200793,72.97195767195765,2.1904761904761907,30.816999977653,9194.466666666664,276,1201.0
NH,19,6,144,0.540493056590778,79.46180555555559,2.2152777777777777,77.83100014907203,11442.500000000004,319,1219.0
NH,19,7,175,0.5456571457657712,81.83904761904763,2.2857142857142856,95.49000050900996,14321.833333333336,400,1297.0
NH,19,8,126,0.43447619346595234,62.2760582010582,2.1746031746031744,54.74400037671,7846.783333333333,274,1319.0
NH,19,9,117,0.32636752319145307,69.27407407407405,2.2222222222222223,38.18500021340001,8105.066666666664,260,1147.0
NH,19,10,178,0.5370112330417416,84.38670411985017,2.3202247191011236,95.58799948143,15020.833333333328,413,1225.0
NH,19,11,146,0.402068492040274,86.44783105022825,2.267123287671233,58.70199983788,12621.383333333324,331,1049.0
NH,19,12,274,0.41630292240789396,69.53035279805344,2.2445255474452557,114.06700073976295,19051.316666666644,615,1109.0
NH,20,1,199,0.28062311707564774,61.660134003350066,2.241206030150754,55.844000298053906,12270.366666666663,446,1051.0
